DATAFLOW,LAST UPDATE,freq,unit,sex,startime,acl00,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Travel to/from work/study,France,2000,4.59,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Travel to/from work/study,France,2010,5.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Travel to/from work/study,Italy,2000,5.72,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Travel to/from work/study,Italy,2010,6.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Travel to/from work/study,Lithuania,2000,3.63,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Travel to/from work/study,Latvia,2000,9.18,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Belgium,2000,1.39,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Belgium,2010,0.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Bulgaria,2000,0.20,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Germany,2000,0.30,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Germany,2010,0.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Estonia,2000,0.26,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Estonia,2010,0.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Greece,2010,0.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Spain,2000,0.06,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Spain,2010,0.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,France,2000,1.69,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,France,2010,1.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Italy,2000,0.25,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Italy,2010,0.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Lithuania,2000,0.03,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Unspecified time use and travel,Latvia,2000,0.13,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Belgium,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Belgium,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Bulgaria,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Germany,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Germany,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Estonia,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Estonia,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Greece,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Spain,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Spain,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,France,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,France,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Italy,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Italy,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Lithuania,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:10 to 08:19,Total,Latvia,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Belgium,2000,11.04,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Belgium,2010,11.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Bulgaria,2000,14.50,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Germany,2000,13.95,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Germany,2010,13.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Estonia,2000,8.18,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Estonia,2010,9.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Greece,2010,11.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Spain,2000,7.53,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Spain,2010,8.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,France,2000,11.39,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,France,2010,12.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Italy,2000,8.59,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Italy,2010,9.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Lithuania,2000,10.61,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Eating,Latvia,2000,9.47,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Belgium,2000,38.62,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Belgium,2010,41.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Bulgaria,2000,21.02,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Germany,2000,28.81,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Germany,2010,33.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Estonia,2000,30.07,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Estonia,2010,38.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Greece,2010,36.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Spain,2000,51.46,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Spain,2010,53.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,France,2000,35.57,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,France,2010,39.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Italy,2000,29.83,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Italy,2010,30.4,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Lithuania,2000,20.76,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Personal care except eating,Latvia,2000,25.80,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Belgium,2000,17.76,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Belgium,2010,18.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Bulgaria,2000,24.01,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Germany,2000,24.63,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Germany,2010,24.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Estonia,2000,25.27,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Estonia,2010,21.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Greece,2010,19.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Spain,2000,20.44,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Spain,2010,16.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,France,2000,22.57,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,France,2010,19.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Italy,2000,24.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Italy,2010,25.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Lithuania,2000,33.58,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Work and study,Latvia,2000,28.03,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Belgium,2000,15.55,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Belgium,2010,15.4,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Bulgaria,2000,29.66,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Germany,2000,19.86,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Germany,2010,16.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Estonia,2000,21.27,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Estonia,2010,16.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Greece,2010,18.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Spain,2000,12.28,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Spain,2010,12.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,France,2000,18.11,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,France,2010,15.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Italy,2000,24.16,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Italy,2010,22.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Lithuania,2000,23.66,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Household and family care and related travel,Latvia,2000,18.77,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Belgium,2000,9.10,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Belgium,2010,6.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Bulgaria,2000,4.55,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Germany,2000,9.38,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Germany,2010,7.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Estonia,2000,6.89,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Estonia,2010,6.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Greece,2010,6.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Spain,2000,3.28,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Spain,2010,2.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",France,2000,4.95,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",France,2010,4.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Italy,2000,6.03,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Italy,2010,4.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Lithuania,2000,6.24,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,"Leisure, social and associative life except TV and video",Latvia,2000,6.95,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Belgium,2000,0.65,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Belgium,2010,0.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Bulgaria,2000,1.65,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Germany,2000,0.38,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Germany,2010,0.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Estonia,2000,2.97,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Estonia,2010,2.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Greece,2010,4.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Spain,2000,0.31,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Spain,2010,0.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,France,2000,0.77,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,France,2010,1.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Italy,2000,1.30,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Italy,2010,2.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Lithuania,2000,2.23,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Television and video,Latvia,2000,2.39,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Belgium,2000,5.76,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Belgium,2010,5.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Bulgaria,2000,4.42,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Germany,2000,2.61,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Germany,2010,3.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Estonia,2000,5.14,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Estonia,2010,4.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Greece,2010,3.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Spain,2000,4.64,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Spain,2010,4.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,France,2000,4.82,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,France,2010,5.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Italy,2000,5.84,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Italy,2010,5.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Lithuania,2000,2.91,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Travel to/from work/study,Latvia,2000,8.50,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Belgium,2000,1.52,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Belgium,2010,0.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Bulgaria,2000,0.18,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Germany,2000,0.38,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Germany,2010,0.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Estonia,2000,0.21,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Estonia,2010,0.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Greece,2010,0.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Spain,2000,0.06,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Spain,2010,0.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,France,2000,1.81,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,France,2010,1.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Italy,2000,0.25,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Italy,2010,0.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Lithuania,2000,0.02,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Unspecified time use and travel,Latvia,2000,0.08,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Total,Belgium,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Total,Belgium,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Total,Bulgaria,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 08:20 to 08:29,Total,Germany,2000,100.00,,
